,AUC Article Title,Titles,Journals,doi,Cross Ref Links,links,CiteScore,Open Access,ISSN,resurchify Links,Impact factor,H-Index
2401,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,"
                    CdS/g‐C
                    3
                    N
                    4
                    Hybrids with Improved Photostability and Visible Light Photocatalytic Activity
                  ",European Journal of Inorganic Chemistry,10.1002/ejic.201403193,https://api.crossref.org/works/10.1002/ejic.201403193.xml,https://journalsearches.com/journal.php?title=European Journal of Inorganic Chemistry,4.6, NO,14341948,https://www.resurchify.com/find/?query=14341948,2.24,139
2402,Effect of ball milling on the structure of Na<sup>+</sup>-montmorillonite and organo-montmorillonite (Cloisite 30B),The physics of mechanical alloying in a planetary ball mill: Mathematical treatment,Acta Metallurgica et Materialia,10.1016/0956-7151(95)92625-7,https://api.crossref.org/works/10.1016/0956-7151(95)92625-7.xml,https://journalsearches.com/journal.php?title=Acta Metallurgica et Materialia,,,09567151,https://www.resurchify.com/find/?query=09567151,,
2403,Effect of ball milling on the structure of Na<sup>+</sup>-montmorillonite and organo-montmorillonite (Cloisite 30B),Mechanical alloying and milling,Progress in Materials Science,10.1016/S0079-6425(99)00010-9,https://api.crossref.org/works/10.1016/S0079-6425(99)00010-9.xml,https://journalsearches.com/journal.php?title=Progress in Materials Science,61.7, NO,00796425,https://www.resurchify.com/find/?query=00796425,44.22,191
2404,Direct detection of unamplified hepatitis C virus RNA using unmodified gold nanoparticles,Gold nanoparticles: interesting optical properties and recent applications in cancer diagnostics and therapy,Nanomedicine,10.2217/17435889.2.5.681,https://api.crossref.org/works/10.2217/17435889.2.5.681.xml,https://journalsearches.com/journal.php?title=Nanomedicine,7.2, NO,17435889,https://www.resurchify.com/find/?query=17435889,5.00,117
2405,Unmodified gold nanoparticles for direct and rapid detection of Mycobacterium tuberculosis complex,The mycobacteriology of non-tuberculous mycobacteria,Paediatric Respiratory Reviews,10.1016/S1526-0542(04)90042-5,https://api.crossref.org/works/10.1016/S1526-0542(04)90042-5.xml,https://journalsearches.com/journal.php?title=Paediatric Respiratory Reviews,5.2, NO,15260542,https://www.resurchify.com/find/?query=15260542,4.66,67
2406,Unmodified gold nanoparticles for direct and rapid detection of Mycobacterium tuberculosis complex,EVALUATION OF THE BACTEC MGIT 960 TB SYSTEM FOR RECOVERY AND IDENTIFICATION OF MYCOBACTERIUM TUBERCULOSIS COMPLEX IN A HIGH THROUGH PUT TERTIARY CARE CENTRE,Indian Journal of Medical Microbiology,10.4103/0255-0857.53203,https://api.crossref.org/works/10.4103/0255-0857.53203.xml,https://journalsearches.com/journal.php?title=Indian Journal of Medical Microbiology,1.6, YES,02550857,https://www.resurchify.com/find/?query=02550857,1.14,51
2407,Unmodified gold nanoparticles for direct and rapid detection of Mycobacterium tuberculosis complex,"
                    Molecular detection, identification and drug resistance detection in
                    Mycobacterium tuberculosis
                    : Table 1
                  ",FEMS Immunology & Medical Microbiology,10.1111/j.1574-695X.2009.00555.x,https://api.crossref.org/works/10.1111/j.1574-695X.2009.00555.x.xml,https://journalsearches.com/journal.php?title=FEMS Immunology & Medical Microbiology,,,,https://www.resurchify.com/find/?query=,,
2408,Unmodified gold nanoparticles for direct and rapid detection of Mycobacterium tuberculosis complex,Global Burden and Epidemiology of Tuberculosis,Clinics in Chest Medicine,10.1016/j.ccm.2009.08.017,https://api.crossref.org/works/10.1016/j.ccm.2009.08.017.xml,https://journalsearches.com/journal.php?title=Clinics in Chest Medicine,5.1, NO,02725231,https://www.resurchify.com/find/?query=02725231,4.40,87
2409,Direct detection of unamplified hepatoma upregulated protein RNA in urine using gold nanoparticles for bladder cancer diagnosis,Potential molecular marker for detecting transitional cell carcinoma,Urology,10.1016/S0090-4295(02)01672-2,https://api.crossref.org/works/10.1016/S0090-4295(02)01672-2.xml,https://journalsearches.com/journal.php?title=Urology,3, NO,00904295,https://www.resurchify.com/find/?query=00904295,1.42,182
2410,Direct detection of unamplified hepatoma upregulated protein RNA in urine using gold nanoparticles for bladder cancer diagnosis,The clinical relevance of urine-based markers for diagnosis of bladder cancer,Medical Oncology,10.1007/s12032-010-9422-6,https://api.crossref.org/works/10.1007/s12032-010-9422-6.xml,https://journalsearches.com/journal.php?title=Medical Oncology,6.3, NO,13570560,https://www.resurchify.com/find/?query=13570560,3.29,80
2411,Direct detection of unamplified hepatoma upregulated protein RNA in urine using gold nanoparticles for bladder cancer diagnosis,"
                    Aberrant Methylation of
                    RARβ2
                    and
                    APC
                    Genes in Voided Urine as Molecular Markers for Early Detection of Bilharzial and Nonbilharzial Bladder Cancer
                  ","Cancer Epidemiology, Biomarkers & Prevention",10.1158/1055-9965.EPI-11-0237,https://api.crossref.org/works/10.1158/1055-9965.EPI-11-0237.xml,"https://journalsearches.com/journal.php?title=Cancer Epidemiology, Biomarkers & Prevention",,,,https://www.resurchify.com/find/?query=,,
2412,Direct detection of unamplified hepatoma upregulated protein RNA in urine using gold nanoparticles for bladder cancer diagnosis,Urinary cytology and nuclear matrix protein 22 in the detection of bladder cancer recurrence other than transitional cell carcinoma,BJU International,10.1111/j.1464-410X.2007.07352.x,https://api.crossref.org/works/10.1111/j.1464-410X.2007.07352.x.xml,https://journalsearches.com/journal.php?title=BJU International,8.4, NO,14644096,https://www.resurchify.com/find/?query=14644096,4.16,154
2413,Direct detection of unamplified hepatoma upregulated protein RNA in urine using gold nanoparticles for bladder cancer diagnosis,Urinary markers for bladder cancer,F1000Prime Reports,10.12703/P5-21,https://api.crossref.org/works/10.12703/P5-21.xml,https://journalsearches.com/journal.php?title=F1000Prime Reports,,,20517599,https://www.resurchify.com/find/?query=20517599,,
2414,Direct detection of unamplified hepatoma upregulated protein RNA in urine using gold nanoparticles for bladder cancer diagnosis,"ICUD-EAU International Consultation on Bladder Cancer 2012: Screening, Diagnosis, and Molecular Markers",European Urology,10.1016/j.eururo.2012.09.057,https://api.crossref.org/works/10.1016/j.eururo.2012.09.057.xml,https://journalsearches.com/journal.php?title=European Urology,34.7, NO,03022838,https://www.resurchify.com/find/?query=03022838,7.58,230
2415,Simultaneous determination of sildenafil citrate and some nitric oxide releasing drugs in human plasma using UPLC MS/MS,Molecular Biology and Pharmacology of PDE-5-Inhibitor Therapy for Erectile Dysfunction,Journal of Andrology,10.1002/j.1939-4640.2003.tb02744.x,https://api.crossref.org/works/10.1002/j.1939-4640.2003.tb02744.x.xml,https://journalsearches.com/journal.php?title=Journal of Andrology,,,01963635,https://www.resurchify.com/find/?query=01963635,,
2416,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Evidence-based path to newborn screening for duchenne muscular dystrophy,Annals of Neurology,10.1002/ana.23528,https://api.crossref.org/works/10.1002/ana.23528.xml,https://journalsearches.com/journal.php?title=Annals of Neurology,15.2, NO,03645134,https://www.resurchify.com/find/?query=03645134,7.89,308
2417,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Newborn bloodspot screening for Duchenne Muscular Dystrophy: 21 years experience in Wales (UK),European Journal of Human Genetics,10.1038/ejhg.2012.301,https://api.crossref.org/works/10.1038/ejhg.2012.301.xml,https://journalsearches.com/journal.php?title=European Journal of Human Genetics,6.1, NO,10184813,https://www.resurchify.com/find/?query=10184813,4.71,131
2418,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Recent developments in the treatment of Duchenne muscular dystrophy and spinal muscular atrophy,Therapeutic Advances in Neurological Disorders,10.1177/1756285612472386,https://api.crossref.org/works/10.1177/1756285612472386.xml,https://journalsearches.com/journal.php?title=Therapeutic Advances in Neurological Disorders,7.3, YES,17562856,https://www.resurchify.com/find/?query=17562856,5.85,56
2419,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Pathogenesis of Duchenne muscular dystrophy: The calcium hypothesis revisited,Journal of Paediatrics and Child Health,10.1111/j.1440-1754.1992.tb02669.x,https://api.crossref.org/works/10.1111/j.1440-1754.1992.tb02669.x.xml,https://journalsearches.com/journal.php?title=Journal of Paediatrics and Child Health,2.3, NO,10344810,https://www.resurchify.com/find/?query=10344810,1.06,80
2420,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Protein degradation in cultured skeletal muscle from duchenne muscular dystrophy patients,Muscle & Nerve,10.1002/mus.880080312,https://api.crossref.org/works/10.1002/mus.880080312.xml,https://journalsearches.com/journal.php?title=Muscle & Nerve,,,,https://www.resurchify.com/find/?query=,,
2421,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Serum creatine-kinase (CK) and pyruvate-kinase (PK) activities in Duchenne (DMD) as compared with Becker (BMD) muscular dystrophy,Journal of the Neurological Sciences,10.1016/0022-510X(91)90068-I,https://api.crossref.org/works/10.1016/0022-510X(91)90068-I.xml,https://journalsearches.com/journal.php?title=Journal of the Neurological Sciences,5.1, NO,0022510X,https://www.resurchify.com/find/?query=0022510X,3.10,144
2422,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Fatty Infiltration of Skeletal Muscle: Mechanisms and Comparisons with Bone Marrow Adiposity,Frontiers in Endocrinology,10.3389/fendo.2016.00069,https://api.crossref.org/works/10.3389/fendo.2016.00069.xml,https://journalsearches.com/journal.php?title=Frontiers in Endocrinology,5.1, YES,,https://www.resurchify.com/find/?query=nan,7.52,317
2423,Circulating MicroRNAs in Duchenne Muscular Dystrophy,A Rare Case Report of Neurodegenerative Disease: Duchenne Muscular Dystrophy in Two Male Siblings,International Journal of Clinical Pediatric Dentistry,10.5005/jp-journals-10005-1306,https://api.crossref.org/works/10.5005/jp-journals-10005-1306.xml,https://journalsearches.com/journal.php?title=International Journal of Clinical Pediatric Dentistry,0,NO,09747052,https://www.resurchify.com/find/?query=09747052,0.46,4
2424,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Dystrophies and heart disease,Current Opinion in Cardiology,10.1097/00001573-199705000-00015,https://api.crossref.org/works/10.1097/00001573-199705000-00015.xml,https://journalsearches.com/journal.php?title=Current Opinion in Cardiology,4.1, NO,02684705,https://www.resurchify.com/find/?query=02684705,1.83,81
2425,Circulating MicroRNAs in Duchenne Muscular Dystrophy,"Activity, creatine kinase, and myoglobin in Duchenne muscular dystrophy: A clue to etiology?",Neurology,10.1212/WNL.35.5.758,https://api.crossref.org/works/10.1212/WNL.35.5.758.xml,https://journalsearches.com/journal.php?title=Neurology,9.6, YES,00283878,https://www.resurchify.com/find/?query=00283878,4.78,378
2426,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Next Generation Sequencing for Clinical Diagnostics-Principles and Application to Targeted Resequencing for Hypertrophic Cardiomyopathy,The Journal of Molecular Diagnostics,10.2353/jmoldx.2010.100043,https://api.crossref.org/works/10.2353/jmoldx.2010.100043.xml,https://journalsearches.com/journal.php?title=The Journal of Molecular Diagnostics,,,,https://www.resurchify.com/find/?query=,,
2427,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Reliability of the North Star Ambulatory Assessment in a multicentric setting,Neuromuscular Disorders,10.1016/j.nmd.2009.06.368,https://api.crossref.org/works/10.1016/j.nmd.2009.06.368.xml,https://journalsearches.com/journal.php?title=Neuromuscular Disorders,5.4, NO,09608966,https://www.resurchify.com/find/?query=09608966,2.76,105
2428,Circulating MicroRNAs in Duchenne Muscular Dystrophy,MicroRNAs in body fluids—the mix of hormones and biomarkers,Nature Reviews Clinical Oncology,10.1038/nrclinonc.2011.76,https://api.crossref.org/works/10.1038/nrclinonc.2011.76.xml,https://journalsearches.com/journal.php?title=Nature Reviews Clinical Oncology,51.6, NO,17594774,https://www.resurchify.com/find/?query=17594774,16.83,176
2429,Circulating MicroRNAs in Duchenne Muscular Dystrophy,“Skeletal Muscle MicroRNAs: Their Diagnostic and Therapeutic Potential in Human Muscle Diseases”,Journal of Neuromuscular Diseases,10.3233/JND-140058,https://api.crossref.org/works/10.3233/JND-140058.xml,https://journalsearches.com/journal.php?title=Journal of Neuromuscular Diseases,5.2, NO,22143599,https://www.resurchify.com/find/?query=22143599,4.44,29
2430,Circulating MicroRNAs in Duchenne Muscular Dystrophy,Circulating myomiRs: a new class of biomarkers to monitor skeletal muscle in physiology and medicine,"Journal of Cachexia, Sarcopenia and Muscle",10.1002/jcsm.12227,https://api.crossref.org/works/10.1002/jcsm.12227.xml,"https://journalsearches.com/journal.php?title=Journal of Cachexia, Sarcopenia and Muscle",14.9, YES,21905991,https://www.resurchify.com/find/?query=21905991,9.95,76
2431,Circulating MicroRNAs in Duchenne Muscular Dystrophy,MicroRNA-206: The skeletal muscle-specific myomiR,Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,10.1016/j.bbagrm.2008.03.001,https://api.crossref.org/works/10.1016/j.bbagrm.2008.03.001.xml,https://journalsearches.com/journal.php?title=Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,,,,https://www.resurchify.com/find/?query=,,
